         gisjoin           tract_id City State stateabbr statedesc countyname placename                  placefips place_tractid           access2015
nbr.val       NA  1.58820000000e+04   NA    NA        NA        NA         NA        NA         15058.000000000000            NA  15058.0000000000000
nbr.null      NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA             0.000000000000            NA      0.0000000000000
nbr.na        NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA           824.000000000000            NA    824.0000000000000
min           NA 5.30132487394e-315   NA    NA        NA        NA         NA        NA         15003.000000000000            NA      2.9000000953674
max           NA 2.72127342952e-313   NA    NA        NA        NA         NA        NA       5553000.000000000000            NA     64.0999984741211
range         NA 2.66826018078e-313   NA    NA        NA        NA         NA        NA       5537997.000000000000            NA     61.1999983787537
sum           NA 2.18031061219e-309   NA    NA        NA        NA         NA        NA   42233039762.000000000000            NA 275899.0999567509280
median        NA 1.58115846524e-313   NA    NA        NA        NA         NA        NA       3260600.000000000000            NA     16.0000000000000
mean          NA 1.37281867029e-313   NA    NA        NA        NA         NA        NA       2804691.178244122770            NA     18.3224266142085
SE.mean       NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA         13228.471679999062            NA      0.0857641097672
CI.mean       NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA         25929.412409634813            NA      0.1681080797459
var           NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA 2635036507681.393554687500            NA    110.7588558486982
std.dev       NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA       1623279.553152011242            NA     10.5242033355831
coef.var      NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA             0.578773009215            NA      0.5743891656481
                arthritis2015            binge2015          bphigh2015             bpmed2015          cancer2015          casthma2015             chd2015
mean         36.946225048800      7.992632705749      8.889301681254     15.497764624394     38.835211888420     2.4859895472577      7.005100434481
SE.mean       0.312019288486      0.109007192187      0.133399883081      0.179465958512      0.316858549403     0.0660479944267      0.117855433640
CI.mean       0.611593183144      0.213666456258      0.261478896130      0.351773627088      0.621078683231     0.1294615578020      0.231010012747
var        1546.111213865974    188.707061588575    282.610792969499    511.495728629985   1594.441923772796    69.2782829139965    220.585553329018
std.dev      39.320620720761     13.737068886359     16.811031882948     22.616271324646     39.930463605783     8.3233576706757     14.852122855976
coef.var      1.064266259106      1.718716396974      1.891153263298      1.459324739585      1.028202542592     3.3481064632219      2.120186997301
                 m3_amb_2016         f1_amb_2016         f2_amb_2016          f3_amb_2016          m1_sc_2016          m2_sc_2016         m3_sc_2016
nbr.val   15881.000000000000 15881.0000000000000  15881.000000000000   15881.000000000000 15881.0000000000000 15881.0000000000000  15881.00000000000
nbr.null   1419.000000000000 13983.0000000000000  10355.000000000000     992.000000000000 12105.0000000000000 11812.0000000000000   5147.00000000000
nbr.na        1.000000000000     1.0000000000000      1.000000000000       1.000000000000     1.0000000000000     1.0000000000000      1.00000000000
min           0.000000000000     0.0000000000000      0.000000000000       0.000000000000     0.0000000000000     0.0000000000000      0.00000000000
max         547.000000000000   107.0000000000000    232.000000000000     613.000000000000   142.0000000000000   194.0000000000000    261.00000000000
range       547.000000000000   107.0000000000000    232.000000000000     613.000000000000   142.0000000000000   194.0000000000000    261.00000000000
sum      792573.000000000000 33177.0000000000000 116650.000000000000 1054056.000000000000 65881.0000000000000 72806.0000000000000 284165.00000000000
median       38.000000000000     0.0000000000000      0.000000000000      51.000000000000     0.0000000000000     0.0000000000000     10.00000000000
mean         49.906995781122     2.0891001826081      7.345255336566      66.372142812165     4.1484163465777     4.5844720105787     17.89339462250
SE.mean       0.372150894038     0.0582742133899      0.118385152677       0.469328572216     0.0821637598388     0.0926510248631      0.18701164749
CI.mean       0.729457947932     0.1142240655545      0.232048322122       0.919937215467     0.1610502852650     0.1816065137912      0.36656403304
var        2199.459548663017    53.9300329497235    222.572919709673    3498.096891434515   107.2107797651836   136.3258772542701    555.41187135365
std.dev      46.898396013755     7.3437070304938     14.918877964166      59.144711440961    10.3542638446769    11.6758673020153     23.56717784024
coef.var      0.939715871086     3.5152488576807      2.031090449626       0.891107457662     2.4959558008730     2.5468292259334      1.31708813992
                  f1_sc_2016          f2_sc_2016          f3_sc_2016         m2_ild_2016         m3_ild_2016         f2_ild_2016         f3_ild_2016 regiona
nbr.val  15881.0000000000000 15881.0000000000000  15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000      NA
nbr.null 13482.0000000000000 12472.0000000000000   4457.000000000000   7797.000000000000   2780.000000000000   8764.000000000000   2025.000000000000      NA
nbr.na       1.0000000000000     1.0000000000000      1.000000000000      1.000000000000      1.000000000000      1.000000000000      1.000000000000      NA
min          0.0000000000000     0.0000000000000      0.000000000000      0.000000000000      0.000000000000      0.000000000000      0.000000000000      NA
max        124.0000000000000   196.0000000000000    275.000000000000    326.000000000000    359.000000000000    242.000000000000    459.000000000000      NA
range      124.0000000000000   196.0000000000000    275.000000000000    326.000000000000    359.000000000000    242.000000000000    459.000000000000      NA
sum      39005.0000000000000 61395.0000000000000 343217.000000000000 185805.000000000000 491624.000000000000 150447.000000000000 636584.000000000000      NA
median       0.0000000000000     0.0000000000000     13.000000000000      1.000000000000     21.000000000000      0.000000000000     29.000000000000      NA
mean         2.4560795919652     3.8659404319627     21.611800264467     11.699829985517     30.956740759398      9.473395881871     40.084629431396      NA
SE.mean      0.0611354350049     0.0844298148562      0.211822422306      0.155205757793      0.266124621802      0.133855550316      0.320891570843      NA
CI.mean      0.1198323843341     0.1654920100316      0.415195964800      0.304220882982      0.521634432763      0.262372055576      0.628983862530      NA
var         59.3558951835892   113.2060193438066    712.560437571186    382.554665588222   1124.729173860309    284.544773914363   1635.288807181625      NA
std.dev      7.7042777197859    10.6398317347506     26.693827705505     19.559004718754     33.536982181769     16.868454994882     40.438704321252      NA
coef.var     3.1368192403005     2.7521975369260      1.235150583424      1.671734097245      1.083349905677      1.780613330766      1.008833183564      NA
                      m1_2017      m1hearing_2017              m2_2017     m2hearing_2017               m3_2017      m3hearing_2017              f1_2017
nbr.val    15881.000000000000 15881.0000000000000   15881.000000000000 15881.000000000000    15881.000000000000  15881.000000000000   15881.000000000000
nbr.null     159.000000000000 13919.0000000000000      52.000000000000 12180.000000000000       47.000000000000   4724.000000000000     172.000000000000
nbr.na         1.000000000000     1.0000000000000       1.000000000000     1.000000000000        1.000000000000      1.000000000000       1.000000000000
min            0.000000000000     0.0000000000000       0.000000000000     0.000000000000        0.000000000000      0.000000000000       0.000000000000
max         3855.000000000000   143.0000000000000    5493.000000000000   557.000000000000     8868.000000000000    506.000000000000    5349.000000000000
range       3855.000000000000   143.0000000000000    5493.000000000000   557.000000000000     8868.000000000000    506.000000000000    5349.000000000000
sum      5429716.000000000000 36893.0000000000000 8997826.000000000000 78339.000000000000 11987977.000000000000 327140.000000000000 5279610.000000000000
median       287.000000000000     0.0000000000000     490.000000000000     0.000000000000      691.000000000000     13.000000000000     277.000000000000
mean         341.900132233487     2.3230904854858     566.578049241232     4.932875763491      754.862854983943     20.599458472388     332.448208551099
SE.mean        2.087017553792     0.0647835417567       3.072865057466     0.107127811261        3.425977927323      0.207942599532       2.066367779543
CI.mean        4.090791037932     0.1269830872013       6.023163923571     0.209982656553        6.715305185518      0.407591072257       4.050315139069
var        69171.954887262109    66.6510845540915  149956.337122667843   182.256199342814   186400.454489808239    686.696420361641   67809.897585109153
std.dev      263.005617596397     8.1640115478906     387.241961985872    13.500229603337      431.741189243982     26.204893061443     260.403336355564
coef.var       0.769246902241     3.5142890898558       0.683475052562     2.736786866447        0.571946528291      1.272115628504       0.783289937072
              f1hearing_2017              f2_2017      f2hearing_2017               f3_2017      f3hearing_2017      m1_vision_2017     m2_vision_2017
nbr.val  15881.0000000000000   15881.000000000000 15881.0000000000000    15881.000000000000  15881.000000000000 15881.0000000000000 15881.000000000000
nbr.null 14281.0000000000000      54.000000000000 12740.0000000000000       48.000000000000   6191.000000000000 13104.0000000000000 11263.000000000000
nbr.na       1.0000000000000       1.000000000000     1.0000000000000        1.000000000000      1.000000000000     1.0000000000000     1.000000000000
min          0.0000000000000       0.000000000000     0.0000000000000        0.000000000000      0.000000000000     0.0000000000000     0.000000000000
max        144.0000000000000    6625.000000000000   195.0000000000000     9029.000000000000    281.000000000000   182.0000000000000   204.000000000000
range      144.0000000000000    6625.000000000000   195.0000000000000     9029.000000000000    281.000000000000   182.0000000000000   204.000000000000
sum      29961.0000000000000 9216457.000000000000 59240.0000000000000 12640158.000000000000 237836.000000000000 53996.0000000000000 96768.000000000000
median       0.0000000000000     502.000000000000     0.0000000000000      726.000000000000      8.000000000000     0.0000000000000     0.000000000000
mean         1.8865940431963     580.344877526604     3.7302436874252      795.929601410490     14.976135004093     3.4000377809962     6.093319060513
SE.mean      0.0587186827223       3.149517631880     0.0833417307375        3.616284184539      0.166293988224     0.0817884589909     0.110780537420
CI.mean      0.1150952758414       6.173411660526     0.1633592417885        7.088327027173      0.325955071846     0.1603146530504     0.217142413982
var         54.7558410498612  157530.965120011766   110.3069498713432   207683.957008462021    439.168259141471   106.2335994947942   194.896832566267
std.dev      7.3997189845197     396.901707126603    10.5027115485166      455.723553273761     20.956341740425    10.3069684919861    13.960545568360
coef.var     3.9222635156756       0.683906626036     2.8155564163064        0.572567664862      1.399315760355     3.0314276357736     2.291123348329
              m3_vision_2017      f1_vision_2017      f2_vision_2017      f3_vision_2017         m1_cog_2017         m2_cog_2017         m3_cog_2017
nbr.val   15881.000000000000 15881.0000000000000  15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000
nbr.null   5075.000000000000 13126.0000000000000  10767.000000000000   4575.000000000000   6554.000000000000   5037.000000000000   2245.000000000000
nbr.na        1.000000000000     1.0000000000000      1.000000000000      1.000000000000      1.000000000000      1.000000000000      1.000000000000
min           0.000000000000     0.0000000000000      0.000000000000      0.000000000000      0.000000000000      0.000000000000      0.000000000000
max         288.000000000000   192.0000000000000    221.000000000000    416.000000000000    365.000000000000    513.000000000000    608.000000000000
range       288.000000000000   192.0000000000000    221.000000000000    416.000000000000    365.000000000000    513.000000000000    608.000000000000
sum      313225.000000000000 54324.0000000000000 105897.000000000000 348557.000000000000 282552.000000000000 333489.000000000000 584293.000000000000
median       12.000000000000     0.0000000000000      0.000000000000     13.000000000000      9.000000000000     12.000000000000     26.000000000000
mean         19.723254203136     3.4206913922297      6.668156917071     21.948051130281     17.791826711164     20.999244380077     36.791952647818
SE.mean       0.203701415214     0.0840369477453      0.114632518290      0.224386515275      0.208045686074      0.224263044118      0.311883956410
CI.mean       0.399277870116     0.1647219459496      0.224692733238      0.439823011576      0.407793133567      0.439580994108      0.611327916931
var         658.970447243248   112.1549345597301    208.686094896282    799.597364117285    687.377442009264    798.717631670816   1544.770315588690
std.dev      25.670419693555    10.5903226844006     14.445971580212     28.277152687590     26.217884010905     28.261592872144     39.303566194287
coef.var      1.301530641403     3.0959596964687      2.166411462698      1.288367359805      1.473591466269      1.345838562599      1.068265296232
                 f1_cog_2017         f2_cog_2017         f3_cog_2017         m1_amb_2017         m2_amb_2017         m3_amb_2017         f1_amb_2017
nbr.val   15881.000000000000  15881.000000000000  15881.000000000000 15881.0000000000000  15881.000000000000  15881.000000000000 15881.0000000000000
nbr.null   9700.000000000000   6342.000000000000   2199.000000000000 13777.0000000000000  10658.000000000000   1563.000000000000 14067.0000000000000
nbr.na        1.000000000000      1.000000000000      1.000000000000     1.0000000000000      1.000000000000      1.000000000000     1.0000000000000
min           0.000000000000      0.000000000000      0.000000000000     0.0000000000000      0.000000000000      0.000000000000     0.0000000000000
max         282.000000000000    348.000000000000    448.000000000000   171.0000000000000    239.000000000000    624.000000000000   107.0000000000000
range       282.000000000000    348.000000000000    448.000000000000   171.0000000000000    239.000000000000    624.000000000000   107.0000000000000
sum      143243.000000000000 255283.000000000000 613940.000000000000 39090.0000000000000 113967.000000000000 786160.000000000000 33491.0000000000000
median        0.000000000000      8.000000000000     28.000000000000     0.0000000000000      0.000000000000     38.000000000000     0.0000000000000
mean          9.019772054657     16.074743404068     38.658774636358     2.4614318997544      7.176311315408     49.503179900510     2.1088722372647
SE.mean       0.139375954373      0.187036387561      0.320849811580     0.0672807811745      0.121515311260      0.374913483722     0.0604355806166
CI.mean       0.273192673447      0.366612526383      0.628902009641     0.1318779596049      0.238183787851      0.734872936945     0.1184605903815
var         308.498853373730    555.558833726661   1634.863217868666    71.8885785288791    234.498383395268   2232.235270114296    58.0047078023784
std.dev      17.564135429156     23.570295579960     40.433441825655     8.4787132590316     15.313340047007     47.246537122992     7.6160821819606
coef.var      1.947292605924      1.466293737168      1.045905934836     3.4446263818542      2.133873430787      0.954414185471     3.6114478854533
                 f2_amb_2017         f3_amb_2017          m1_sc_2017          m2_sc_2017          m3_sc_2017          f1_sc_2017          f2_sc_2017
nbr.val   15881.000000000000   15881.00000000000 15881.0000000000000 15881.0000000000000  15881.000000000000 15881.0000000000000 15881.0000000000000
nbr.null  10511.000000000000    1082.00000000000 12234.0000000000000 11844.0000000000000   5384.000000000000 13573.0000000000000 12535.0000000000000
nbr.na        1.000000000000       1.00000000000     1.0000000000000     1.0000000000000      1.000000000000     1.0000000000000     1.0000000000000
min           0.000000000000       0.00000000000     0.0000000000000     0.0000000000000      0.000000000000     0.0000000000000     0.0000000000000
max         324.000000000000     722.00000000000   172.0000000000000   207.0000000000000    300.000000000000   119.0000000000000   148.0000000000000
range       324.000000000000     722.00000000000   172.0000000000000   207.0000000000000    300.000000000000   119.0000000000000   148.0000000000000
sum      116022.000000000000 1041891.00000000000 66246.0000000000000 75601.0000000000000 283557.000000000000 39459.0000000000000 60273.0000000000000
median        0.000000000000      50.00000000000     0.0000000000000     0.0000000000000     10.000000000000     0.0000000000000     0.0000000000000
mean          7.305711227253      65.60613311504     4.1713997859077     4.7604684843524     17.855109879730     2.4846672123922     3.7952899691455
SE.mean       0.119280639681       0.47608486433     0.0836138409901     0.0972859454636      0.190718591444     0.0634325941444     0.0826709153763
CI.mean       0.233803578183       0.93318031406     0.1638926087363     0.1906914836897      0.373830063493     0.1243350767066     0.1620443676215
var         225.952819394943    3599.53660973770   111.0284288276297   150.3066008888210    577.648841803102    63.9002844122303   108.5383808368824
std.dev      15.031727092884      59.99613829021    10.5370028389305    12.2599592531468     24.034326323055     7.9937653463327    10.4181755042273
coef.var      2.057530967938       0.91448978078     2.5260112623412     2.5753682213096      1.346075520394     3.2172378282549     2.7450275443836
                  f3_sc_2017         m2_ild_2017         m3_ild_2017         f2_ild_2017         f3_ild_2017              m1_2018      m1hearing_2018
nbr.val   15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000   15881.000000000000 15881.0000000000000
nbr.null   4663.000000000000   7759.000000000000   2898.000000000000   8699.000000000000   2185.000000000000     167.000000000000 13973.0000000000000
nbr.na        1.000000000000      1.000000000000      1.000000000000      1.000000000000      1.000000000000       1.000000000000     1.0000000000000
min           0.000000000000      0.000000000000      0.000000000000      0.000000000000      0.000000000000       0.000000000000     0.0000000000000
max         340.000000000000    339.000000000000    437.000000000000    325.000000000000    473.000000000000    4548.000000000000   157.0000000000000
range       340.000000000000    339.000000000000    437.000000000000    325.000000000000    473.000000000000    4548.000000000000   157.0000000000000
sum      341678.000000000000 192190.000000000000 489903.000000000000 156242.000000000000 629120.000000000000 5431143.000000000000 36499.0000000000000
median       13.000000000000      2.000000000000     21.000000000000      0.000000000000     28.000000000000     284.000000000000     0.0000000000000
mean         21.514892009319     12.101882752975     30.848372268749      9.838297336440     39.614633839179     341.989988036018     2.2982809646748
SE.mean       0.216466177046      0.159441136514      0.268771170778      0.139252183529      0.324519819753       2.118283060754     0.0646320840651
CI.mean       0.424298250614      0.312522705496      0.526821968830      0.272950068559      0.636095641775       4.152074976557     0.1266862129529
var         744.145637785881    403.718460560811   1147.210760731936    307.951180576825   1672.477554099230   71260.002355673656    66.3398012009027
std.dev      27.279032933480     20.092746466345     33.870499859493     17.548537847263     40.895935667242     266.945691772079     8.1449248738649
coef.var      1.267914006803      1.660299217608      1.097967165477      1.783696634403      1.032344154265       0.780565809266     3.5439204340351
                      m2_2018    m32hearing_2018               m3_2018      m3hearing_2018              f1_2018      f1hearing_2018             f2_2018
nbr.val    15881.000000000000 15881.000000000000    15881.000000000000  15881.000000000000   15881.000000000000 15881.0000000000000   15881.00000000000
nbr.null      56.000000000000 12199.000000000000       48.000000000000   4896.000000000000     165.000000000000 14328.0000000000000      58.00000000000
nbr.na         1.000000000000     1.000000000000        1.000000000000      1.000000000000       1.000000000000     1.0000000000000       1.00000000000
min            0.000000000000     0.000000000000        0.000000000000      0.000000000000       0.000000000000     0.0000000000000       0.00000000000
max         5950.000000000000   214.000000000000     9897.000000000000    436.000000000000    5356.000000000000   155.0000000000000    6807.00000000000
range       5950.000000000000   214.000000000000     9897.000000000000    436.000000000000    5356.000000000000   155.0000000000000    6807.00000000000
sum      9040180.000000000000 78362.000000000000 12025467.000000000000 320951.000000000000 5277656.000000000000 29534.0000000000000 9231405.00000000000
median       489.000000000000     0.000000000000      691.000000000000     12.000000000000     275.000000000000     0.0000000000000     502.00000000000
mean         569.245009760091     4.934324035010      757.223537560607     20.209747497009     332.325168440275     1.8597065675965     581.28612807758
SE.mean        3.154679123016     0.104945504376        3.499961338753      0.206358155931       2.104350301061     0.0605797754216       3.20703928808
CI.mean        6.183528768380     0.205705087623        6.860321060388      0.404485383150       4.124765187820     0.1187432285484       6.28616062867
var       158047.717863162688   174.906328713383   194537.952168870281    676.271557373266   70325.676500640708    58.2818278484008  163337.68890642415
std.dev      397.552157412286    13.225215639580      441.064566893409     26.005221732823     265.189887628923     7.6342535881644     404.15057702102
coef.var       0.698384967098     2.680248712031        0.582476039129      1.286766286252       0.797983158704     4.1050850285650       0.69526960562
              f2hearing_2018               f3_2018      f3hearing_2018     m1_vision_2018     m2_vision_2018      m3_vision_2018     f1_vision_2018
nbr.val  15881.0000000000000    15881.000000000000  15881.000000000000 15881.000000000000 15881.000000000000  15881.000000000000 15881.000000000000
nbr.null 12813.0000000000000       52.000000000000   6389.000000000000 13197.000000000000 11251.000000000000   5243.000000000000 13191.000000000000
nbr.na       1.0000000000000        1.000000000000      1.000000000000     1.000000000000     1.000000000000      1.000000000000     1.000000000000
min          0.0000000000000        0.000000000000      0.000000000000     0.000000000000     0.000000000000      0.000000000000     0.000000000000
max        179.0000000000000     9890.000000000000    258.000000000000   244.000000000000   202.000000000000    291.000000000000   158.000000000000
range      179.0000000000000     9890.000000000000    258.000000000000   244.000000000000   202.000000000000    291.000000000000   158.000000000000
sum      59870.0000000000000 12681381.000000000000 234945.000000000000 54055.000000000000 98418.000000000000 310465.000000000000 55148.000000000000
median       0.0000000000000      728.000000000000      8.000000000000     0.000000000000     0.000000000000     11.000000000000     0.000000000000
mean         3.7699137333921      798.525344751590     14.794093570934     3.403752912285     6.197216799950     19.549461620805     3.472577293621
SE.mean      0.0858601328429        3.684796884384      0.165951637450     0.084123788243     0.113355518122      0.204791697532     0.085907665845
CI.mean      0.1682955954593        7.222619687051      0.325284025512     0.164892163171     0.222189668119      0.401414947079     0.168388765533
var        117.0741350618271   215627.899625235354    437.361881988473   112.386847375720   204.062488474972    666.043412965797   117.203797695930
std.dev     10.8200801781607      464.357512726170     20.913198750752    10.601266310008    14.285044223767     25.807816896549    10.826070279466
coef.var     2.8701134676695        0.581518815625      1.413618120670     3.114581634802     2.305074146169      1.320129290368     3.117589434036
              f2_vision_2018      f3_vision_2018         m1_cog_2018         m2_cog_2018         m3_cog_2018         f1_cog_2018         f2_cog_2018
nbr.val   15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000
nbr.null  10765.000000000000   4753.000000000000   6606.000000000000   5038.000000000000   2325.000000000000   9866.000000000000   6227.000000000000
nbr.na        1.000000000000      1.000000000000      1.000000000000      1.000000000000      1.000000000000      1.000000000000      1.000000000000
min           0.000000000000      0.000000000000      0.000000000000      0.000000000000      0.000000000000      0.000000000000      0.000000000000
max         231.000000000000    490.000000000000    374.000000000000    464.000000000000    913.000000000000    227.000000000000    423.000000000000
range       231.000000000000    490.000000000000    374.000000000000    464.000000000000    913.000000000000    227.000000000000    423.000000000000
sum      107807.000000000000 349744.000000000000 284425.000000000000 337013.000000000000 579030.000000000000 144897.000000000000 261498.000000000000
median        0.000000000000     13.000000000000      9.000000000000     12.000000000000     25.000000000000      0.000000000000      8.000000000000
mean          6.788426421510     22.022794534349     17.909766387507     21.221144764184     36.460550343177      9.123921667401     16.466091555947
SE.mean       0.118424454507      0.229177167111      0.208856405176      0.228373435785      0.314049124262      0.143843183256      0.192359588139
CI.mean       0.232125358165      0.449213232353      0.409382234930      0.447637827824      0.615571891413      0.281948948567      0.377046603077
var         222.720724985911    834.104644104444    692.745068969351    828.264442039558   1566.293043752519    328.591569405451    587.632115258368
std.dev      14.923830774500     28.880869864054     26.320050702256     28.779583771131     39.576420299877     18.127094897017     24.241124463572
coef.var      2.198422704739      1.311408042200      1.469592072436      1.356174894943      1.085458664978      1.986765730550      1.472184481740
                 f3_cog_2018         m1_amb_2018         m2_amb_2018         m3_amb_2018         f1_amb_2018         f2_amb_2018          f3_amb_2018
nbr.val   15881.000000000000 15881.0000000000000  15881.000000000000  15881.000000000000 15881.0000000000000  15881.000000000000   15881.000000000000
nbr.null   2301.000000000000 13843.0000000000000  10860.000000000000   1660.000000000000 14171.0000000000000  10642.000000000000    1149.000000000000
nbr.na        1.000000000000     1.0000000000000      1.000000000000      1.000000000000     1.0000000000000      1.000000000000       1.000000000000
min           0.000000000000     0.0000000000000      0.000000000000      0.000000000000     0.0000000000000      0.000000000000       0.000000000000
max         473.000000000000   185.0000000000000    251.000000000000    944.000000000000   137.0000000000000    291.000000000000     633.000000000000
range       473.000000000000   185.0000000000000    251.000000000000    944.000000000000   137.0000000000000    291.000000000000     633.000000000000
sum      610858.000000000000 39382.0000000000000 112569.000000000000 771047.000000000000 32778.0000000000000 113703.000000000000 1026278.000000000000
median       27.000000000000     0.0000000000000      0.000000000000     36.000000000000     0.0000000000000      0.000000000000      49.000000000000
mean         38.464706252755     2.4798186512184      7.088281594358     48.551539575593     2.0639758201625      7.159687677098      64.623008626661
SE.mean       0.326586891339     0.0695371802532      0.125959260501      0.374567716955     0.0619625606158      0.119240579325       0.479683564779
CI.mean       0.640147336455     0.1363007576367      0.246894432232      0.734195194877     0.1214536443135      0.233725055341       0.940234174972
var        1693.851540796893    76.7912960880173    251.963742393244   2228.119777383966    60.9728589777528    225.801072547285    3654.159694751122
std.dev      41.156427697225     8.7630643092481     15.873365818038     47.202963650432     7.8085119566889     15.026678693154      60.449645943968
coef.var      1.069978993906     3.5337520769684      2.239381379920      0.972223827773     3.7832380982420      2.098789691793       0.935419864049
                  m1_sc_2018          m2_sc_2018          m3_sc_2018          f1_sc_2018          f2_sc_2018          f3_sc_2018         m2_ild_2018
nbr.val  15881.0000000000000 15881.0000000000000  15881.000000000000 15881.0000000000000 15881.0000000000000  15881.000000000000  15881.000000000000
nbr.null 12257.0000000000000 11947.0000000000000   5577.000000000000 13655.0000000000000 12605.0000000000000   4847.000000000000   7735.000000000000
nbr.na       1.0000000000000     1.0000000000000      1.000000000000     1.0000000000000     1.0000000000000      1.000000000000      1.000000000000
min          0.0000000000000     0.0000000000000      0.000000000000     0.0000000000000     0.0000000000000      0.000000000000      0.000000000000
max        163.0000000000000   251.0000000000000    304.000000000000   120.0000000000000   291.0000000000000    361.000000000000    323.000000000000
range      163.0000000000000   251.0000000000000    304.000000000000   120.0000000000000   291.0000000000000    361.000000000000    323.000000000000
sum      68680.0000000000000 75352.0000000000000 281811.000000000000 39640.0000000000000 60574.0000000000000 340556.000000000000 196616.000000000000
median       0.0000000000000     0.0000000000000     10.000000000000     0.0000000000000     0.0000000000000     12.000000000000      2.000000000000
mean         4.3246646936591     4.7447893709464     17.745167180908     2.4960644795668     3.8142434355519     21.444241546502     12.380580567974
SE.mean      0.0873185018992     0.0985703730623      0.193743952334     0.0655320367701     0.0847790869189      0.221792433390      0.165411578089
CI.mean      0.1711541641640     0.1932091074157      0.379760113864     0.1284502222942     0.1661766228759      0.434738316956      0.324225447931
var        121.0850144105475   154.3016770352926    596.120635489996    68.2001261983610   114.1445855248664    781.216302008150    434.519884826648
std.dev     11.0038636128656    12.4218226132598     24.415581817561     8.2583367694931    10.6838469440959     27.950246904243     20.845140556654
coef.var     2.5444431863122     2.6179924211856      1.375900354651     3.3085430432977     2.8010396097201      1.303391721439      1.683696531209
                 m3_ild_2018         f2_ild_2018         f3_ild_2018 stusab.x geoid              m1_2019      m1hearing_2019              m2_2019
nbr.val   15881.000000000000  15881.000000000000  15881.000000000000       NA    NA   15881.000000000000 15881.0000000000000   15881.000000000000
nbr.null   3011.000000000000   8541.000000000000   2275.000000000000       NA    NA     174.000000000000 14087.0000000000000      56.000000000000
nbr.na        1.000000000000      1.000000000000      1.000000000000       NA    NA       1.000000000000     1.0000000000000       1.000000000000
min           0.000000000000      0.000000000000      0.000000000000       NA    NA       0.000000000000     0.0000000000000       0.000000000000
max         506.000000000000    307.000000000000    502.000000000000       NA    NA    5769.000000000000   192.0000000000000    6811.000000000000
range       506.000000000000    307.000000000000    502.000000000000       NA    NA    5769.000000000000   192.0000000000000    6811.000000000000
sum      487568.000000000000 162181.000000000000 624943.000000000000       NA    NA 5446428.000000000000 35651.0000000000000 9069251.000000000000
median       21.000000000000      0.000000000000     28.000000000000       NA    NA     284.000000000000     0.0000000000000     488.000000000000
mean         30.701341225364     10.212266230086     39.351615137586       NA    NA     342.952458913167     2.2448838234368     571.075561992318
SE.mean       0.272382020582      0.141396790176      0.327512935947       NA    NA       2.168521530339     0.0663751464833       3.232736387027
CI.mean       0.533899643855      0.277153740750      0.641962488884       NA    NA       4.250548073138     0.1301028129266       6.336529856215
var        1178.242598326946    317.509663132140   1703.471069337010       NA    NA   74680.174251037752    69.9662875825349  165965.733206902340
std.dev      34.325538573006     17.818800833169     41.273127690266       NA    NA     273.276735656436     8.3645853204170     407.388921310954
coef.var      1.118046873622      1.744842959604      1.048829318592       NA    NA       0.796835621248     3.7260660142364       0.713371309201
             m2hearing_2019               m3_2019      m3hearing_2019              f1_2019      f1hearing_2019              f2_2019      f2hearing_2019
nbr.val  15881.000000000000    15881.000000000000  15881.000000000000   15881.000000000000 15881.0000000000000   15881.000000000000 15881.0000000000000
nbr.null 12271.000000000000       45.000000000000   5189.000000000000     170.000000000000 14439.0000000000000      54.000000000000 12943.0000000000000
nbr.na       1.000000000000        1.000000000000      1.000000000000       1.000000000000     1.0000000000000       1.000000000000     1.0000000000000
min          0.000000000000        0.000000000000      0.000000000000       0.000000000000     0.0000000000000       0.000000000000     0.0000000000000
max        240.000000000000    11727.000000000000    453.000000000000    6967.000000000000   258.0000000000000    7765.000000000000   227.0000000000000
range      240.000000000000    11727.000000000000    453.000000000000    6967.000000000000   258.0000000000000    7765.000000000000   227.0000000000000
sum      79057.000000000000 12066998.000000000000 314855.000000000000 5267742.000000000000 28557.0000000000000 9251098.000000000000 58799.0000000000000
median       0.000000000000      691.000000000000     12.000000000000     274.000000000000     0.0000000000000     500.000000000000     0.0000000000000
mean         4.978087022228      759.838675146401     19.825892576034     331.700900447075     1.7981865121844     582.526163339840     3.7024746552484
SE.mean      0.106537694405        3.586056580702      0.207986305286       2.140102100217     0.0617715366995       3.285887398903     0.0863741310711
CI.mean      0.208825960607        7.029077496354      0.407676740491       4.194842767815     0.1210792157788       6.440711865918     0.1693030902653
var        180.253801907036   204226.512385750946    686.985112907603   72735.567586720630    60.5974929327173  171468.046308509598   118.4800499210358
std.dev     13.425863171768      451.914275483471     26.210400853623     269.695323627831     7.7844391533827     414.087003307891    10.8848541524926
