         gisjoin           tract_id City State stateabbr statedesc countyname placename                  placefips place_tractid
nbr.val       NA  1.58820000000e+04   NA    NA        NA        NA         NA        NA         15058.000000000000            NA
nbr.null      NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA             0.000000000000            NA
nbr.na        NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA           824.000000000000            NA
min           NA 5.30132487394e-315   NA    NA        NA        NA         NA        NA         15003.000000000000            NA
max           NA 2.72127342952e-313   NA    NA        NA        NA         NA        NA       5553000.000000000000            NA
range         NA 2.66826018078e-313   NA    NA        NA        NA         NA        NA       5537997.000000000000            NA
sum           NA 2.18031061219e-309   NA    NA        NA        NA         NA        NA   42233039762.000000000000            NA
median        NA 1.58115846524e-313   NA    NA        NA        NA         NA        NA       3260600.000000000000            NA
mean          NA 1.37281867029e-313   NA    NA        NA        NA         NA        NA       2804691.178244122770            NA
SE.mean       NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA         13228.471679999062            NA
CI.mean       NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA         25929.412409634813            NA
var           NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA 2635036507681.393554687500            NA
std.dev       NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA       1623279.553152011242            NA
coef.var      NA  0.00000000000e+00   NA    NA        NA        NA         NA        NA             0.578773009215            NA
                   access2015        arthritis2015            binge2015          bphigh2015             bpmed2015          cancer2015
range         989000.0000000000       NA    4290.000000000000   171.0000000000000    4916.000000000000   181.0000000000000
sum       1769886057.0000000000       NA 5384579.000000000000 39007.0000000000000 8718513.000000000000 70533.0000000000000
median         20700.0000000000       NA     288.000000000000     0.0000000000000     477.000000000000     0.0000000000000
mean          111446.7638687740       NA     339.057930860777     2.4562055286191     548.990176940999     4.4413450034633
SE.mean         1411.3609090808       NA       2.007164773335     0.0664670570839       2.899238885850     0.0922389647025
CI.mean         2766.4274062599       NA       3.934270534281     0.1302829681248       5.682836940931     0.1807988291558
var      31633993036.6357994080       NA   63979.950296196985    70.1601883466722  133489.113127682795   135.1159705837989
std.dev       177859.4755323309       NA     252.942583002936     8.3761678795659     365.361619669722    11.6239395466339
coef.var           1.5959142227       NA       0.746015827917     3.4102064269333       0.665515768799     2.6172115738745
                       m3_2014      m3hearing_2014              f1_2014      f1hearing_2014              f2_2014      f2hearing_2014
nbr.val     15881.000000000000  15881.000000000000   15881.000000000000 15881.0000000000000   15881.000000000000 15881.0000000000000
nbr.null       35.000000000000   4559.000000000000     193.000000000000 14247.0000000000000      50.000000000000 12890.0000000000000
nbr.na          1.000000000000      1.000000000000       1.000000000000     1.0000000000000       1.000000000000     1.0000000000000
min             0.000000000000      0.000000000000       0.000000000000     0.0000000000000       0.000000000000     0.0000000000000
max          6571.000000000000    517.000000000000    3375.000000000000   139.0000000000000    6445.000000000000   139.0000000000000
range        6571.000000000000    517.000000000000    3375.000000000000   139.0000000000000    6445.000000000000   139.0000000000000
sum      11690575.000000000000 331527.000000000000 5213393.000000000000 28496.0000000000000 8995091.000000000000 56383.0000000000000
median        678.000000000000     13.000000000000     280.000000000000     0.0000000000000     493.000000000000     0.0000000000000
mean          736.135948617845     20.875700522637     328.278634846672     1.7943454442415     566.405830867074     3.5503431773818
SE.mean         3.204524954232      0.206051175435       1.950274816194     0.0550976294374       2.971956797620     0.0808434307682
CI.mean         6.281232249237      0.403883666572       3.822759767926     0.1079976008368       5.825372292981     0.1584622905836
var        163081.674274995836    674.260997029703   60404.524687708028    48.2107262103837  140269.364573051746   103.7928211983428
std.dev       403.833721072171     25.966536099944     245.773319723090     6.9433944299877     374.525519254766    10.1878761868381
coef.var        0.548585790207      1.243864179398       0.748672906593     3.8695973800756       0.661231750883     2.8695468797896
                       f3_2014      f3hearing_2014      m1_vision_2014     m2_vision_2014      m3_vision_2014      f1_vision_2014
nbr.val     15881.000000000000  15881.000000000000 15881.0000000000000 15881.000000000000  15881.000000000000 15881.0000000000000
nbr.null       41.000000000000   6189.000000000000 13248.0000000000000 11719.000000000000   5425.000000000000 13257.0000000000000
nbr.na          1.000000000000      1.000000000000     1.0000000000000     1.000000000000      1.000000000000     1.0000000000000
min             0.000000000000      0.000000000000     0.0000000000000     0.000000000000      0.000000000000     0.0000000000000
max          7081.000000000000    212.000000000000   200.0000000000000   175.000000000000    283.000000000000   140.0000000000000
range        7081.000000000000    212.000000000000   200.0000000000000   175.000000000000    283.000000000000   140.0000000000000
sum      12335762.000000000000 230412.000000000000 48492.0000000000000 84409.000000000000 288958.000000000000 46409.0000000000000
median        715.000000000000      8.000000000000     0.0000000000000     0.000000000000     10.000000000000     0.0000000000000
mean          776.762294565833     14.508658144953     3.0534601095649     5.315093507965     18.195201813488     2.9222970845665
SE.mean         3.405279167648      0.157251338335     0.0736989290598     0.101792460172      0.191426953629     0.0711850346269
CI.mean         6.674733269665      0.308230452779     0.1444582571696     0.199524763481      0.375218533692     0.1395307390479
var        184154.904134885757    392.705104502838    86.2581619878450   164.554236277465    581.947788059080    80.4739366878057
std.dev       429.132734867530     19.816788450777     9.2875272267620    12.827869514361     24.123594012068     8.9707266532765
coef.var        0.552463395648      1.365859492504     3.0416402682547     2.413479554995      1.325821733628     3.0697517718693
             f2_vision_2014      f3_vision_2014         m1_cog_2014         m2_cog_2014         m3_cog_2014         f1_cog_2014
nbr.val  15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000
nbr.null 11441.000000000000   4919.000000000000   6593.000000000000   5561.000000000000   2229.000000000000   9722.000000000000
nbr.na       1.000000000000      1.000000000000      1.000000000000      1.000000000000      1.000000000000      1.000000000000
min          0.000000000000      0.000000000000      0.000000000000      0.000000000000      0.000000000000      0.000000000000
max        159.000000000000    430.000000000000    302.000000000000    282.000000000000    976.000000000000    218.000000000000
range      159.000000000000    430.000000000000    302.000000000000    282.000000000000    976.000000000000    218.000000000000
sum      86651.000000000000 322814.000000000000 272961.000000000000 294753.000000000000 578423.000000000000 136103.000000000000
median       0.000000000000     12.000000000000      8.000000000000     10.000000000000     26.000000000000      0.000000000000
mean         5.456268496946     20.327057490082     17.187897487564     18.560103268056     36.422328568730      8.570178200365
SE.mean      0.100031896984      0.207788408573      0.202384471700      0.201222970324      0.313734048239      0.128862457984
CI.mean      0.196073860015      0.407288840495      0.396696511509      0.394419837118      0.614954306683      0.252585028472
var        158.911327359643    685.678417090460    650.477412713924    643.032549208479   1563.151791076167    263.712470805774
std.dev     12.606003623657     26.185461941514     25.504458683021     25.358086465829     39.536714469922     16.239226299482
coef.var     2.310370838736      1.288207206296      1.483861461326      1.366268608509      1.085507599969      1.894852816338
                 f2_cog_2014         f3_cog_2014         m1_amb_2014        m2_amb_2014         m3_amb_2014         f1_amb_2014
nbr.val   15881.000000000000  15881.000000000000 15881.0000000000000  15881.00000000000  15881.000000000000 15881.0000000000000
nbr.null   6901.000000000000   2189.000000000000 13667.0000000000000  10820.00000000000   1514.000000000000 13937.0000000000000
nbr.na        1.000000000000      1.000000000000     1.0000000000000      1.00000000000      1.000000000000     1.0000000000000
min           0.000000000000      0.000000000000     0.0000000000000      0.00000000000      0.000000000000     0.0000000000000
max         276.000000000000    553.000000000000   151.0000000000000    230.00000000000    703.000000000000   245.0000000000000
range       276.000000000000    553.000000000000   151.0000000000000    230.00000000000    703.000000000000   245.0000000000000
sum      226952.000000000000 608219.000000000000 39960.0000000000000 108674.00000000000 778052.000000000000 34082.0000000000000
median        6.000000000000     28.000000000000     0.0000000000000      0.00000000000     37.000000000000     0.0000000000000
mean         14.290787733770     38.298532837982     2.5162143441849      6.84301996096     48.992632705749     2.1460865184812
SE.mean       0.169430311148      0.309351524575     0.0668901820232      0.11569706950      0.370725974204     0.0601063093149
CI.mean       0.332102620383      0.606364063399     0.1311123409811      0.22677937431      0.726664943497     0.1178151812962
var         455.889996363064   1519.785746587854    71.0563019399479    212.58007863745   2182.648875190590    57.3743752693403
std.dev      21.351580652567     38.984429540367     8.4294900165993     14.58012615300     46.718827844784     7.5745874652908
coef.var      1.494080036058      1.017909216139     3.3500683421825      2.13065667442      0.953588841110     3.5294883966986
                 f2_amb_2014          f3_amb_2014          m1_sc_2014         m2_sc_2014          m3_sc_2014         f1_sc_2014
nbr.val   15881.000000000000   15881.000000000000 15881.0000000000000 15881.000000000000  15881.000000000000 15881.000000000000
nbr.null  10518.000000000000    1008.000000000000 12314.0000000000000 12035.000000000000   5333.000000000000 13498.000000000000
nbr.na        1.000000000000       1.000000000000     1.0000000000000     1.000000000000      1.000000000000     1.000000000000
min           0.000000000000       0.000000000000     0.0000000000000     0.000000000000      0.000000000000     0.000000000000
max         210.000000000000     822.000000000000   143.0000000000000   179.000000000000    254.000000000000   245.000000000000
range       210.000000000000     822.000000000000   143.0000000000000   179.000000000000    254.000000000000   245.000000000000
sum      113411.000000000000 1043989.000000000000 62232.0000000000000 69766.000000000000 280659.000000000000 38659.000000000000
median        0.000000000000      52.000000000000     0.0000000000000     0.000000000000     10.000000000000     0.000000000000
mean          7.141300925634      65.738240664946     3.9186449216044     4.393048296707     17.672627668283     2.434292550847
SE.mean       0.117033482639       0.461241879201     0.0798855972109     0.090176398491      0.183853710729     0.061692449132
CI.mean       0.229398895590       0.904086380265     0.1565848282092     0.176755965521      0.360374118931     0.120924195179
var         217.519453446025    3378.588593604797   101.3479149394656   129.140843358436    536.812530934975    60.442423443124
std.dev      14.748540722594      58.125627683534    10.0671701554839    11.364015283272     23.169215155783     7.774472550799
coef.var      2.065245657084       0.884198102894     2.5690437273306     2.586817743796      1.311022649867     3.193729754501
                  f2_sc_2014          f3_sc_2014         m2_ild_2014         m3_ild_2014         f2_ild_2014         f3_ild_2014
nbr.val  15881.0000000000000  15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000
nbr.null 12616.0000000000000   4554.000000000000   8315.000000000000   2884.000000000000   9236.000000000000   1996.000000000000
nbr.na       1.0000000000000      1.000000000000      1.000000000000      1.000000000000      1.000000000000      1.000000000000
min          0.0000000000000      0.000000000000      0.000000000000      0.000000000000      0.000000000000      0.000000000000
max        194.0000000000000    229.000000000000    276.000000000000    753.000000000000    183.000000000000    389.000000000000
range      194.0000000000000    229.000000000000    276.000000000000    753.000000000000    183.000000000000    389.000000000000
sum      57625.0000000000000 336165.000000000000 171254.000000000000 487043.000000000000 137635.000000000000 631559.000000000000
median       0.0000000000000     13.000000000000      0.000000000000     21.000000000000      0.000000000000     29.000000000000
mean         3.6285498394308     21.167747622946     10.783577860336     30.668282853725      8.666645677224     39.768213588565
SE.mean      0.0788009410708      0.204400141846      0.147270217386      0.269114567655      0.124238094358      0.314318151620
CI.mean      0.1544587791930      0.400647453539      0.288666324029      0.527495065646      0.243520751441      0.616099215538
var         98.6144720089926    663.498937048644    344.435337349243   1150.144112976916    245.124888048818   1568.977694850095
std.dev      9.9304819625732     25.758473111748     18.558969188757     33.913774678984     15.656464736613     39.610323084394
coef.var     2.7367632806529      1.216873593288      1.721040032272      1.105825677973      1.806519537052      0.996029731036
                      m1_2015      m1hearing_2015              m2_2015      m2hearing_2015              m3_2015      m3hearing_2015
nbr.val    15881.000000000000 15881.0000000000000   15881.000000000000 15881.0000000000000    15881.00000000000  15881.000000000000
nbr.null     152.000000000000 13806.0000000000000      39.000000000000 12188.0000000000000       44.00000000000   4453.000000000000
nbr.na         1.000000000000     1.0000000000000       1.000000000000     1.0000000000000        1.00000000000      1.000000000000
min            0.000000000000     0.0000000000000       0.000000000000     0.0000000000000        0.00000000000      0.000000000000
max         4096.000000000000   216.0000000000000    5342.000000000000   156.0000000000000     7369.00000000000    444.000000000000
range       4096.000000000000   216.0000000000000    5342.000000000000   156.0000000000000     7369.00000000000    444.000000000000
sum      5398020.000000000000 38656.0000000000000 8826054.000000000000 74820.0000000000000 11811000.00000000000 330489.000000000000
median       288.000000000000     0.0000000000000     482.000000000000     0.0000000000000      684.00000000000     13.000000000000
mean         339.904288143064     2.4341036458661     555.761853787545     4.7112902210188      743.71890938858     20.810339399282
SE.mean        2.020640490124     0.0665295338448       2.960571463425     0.0959881787743        3.27004474298      0.206109092950
CI.mean        3.960684467107     0.1304054296600       5.803055747055     0.1881477138340        6.40965846403      0.403997191468
var        64841.932274431827    70.2921466917758  139196.701217318914   146.3232535052501   169818.59201583819    674.640097120317
std.dev      254.640790672727     8.3840411909637     373.090741264533    12.0964149029888      412.09051434829     25.973834855876
coef.var       0.749154393032     3.4444059952839       0.671314050653     2.5675376246240        0.55409444233      1.248121635958
                      f1_2015      f1hearing_2015              f2_2015      f2hearing_2015               f3_2015      f3hearing_2015
nbr.val    15881.000000000000 15881.0000000000000   15881.000000000000 15881.0000000000000    15881.000000000000  15881.000000000000
nbr.null     163.000000000000 14259.0000000000000      52.000000000000 12796.0000000000000       43.000000000000   5951.000000000000
nbr.na         1.000000000000     1.0000000000000       1.000000000000     1.0000000000000        1.000000000000      1.000000000000
min            0.000000000000     0.0000000000000       0.000000000000     0.0000000000000        0.000000000000      0.000000000000
max         4102.000000000000   155.0000000000000    6267.000000000000   162.0000000000000     7371.000000000000    208.000000000000
range       4102.000000000000   155.0000000000000    6267.000000000000   162.0000000000000     7371.000000000000    208.000000000000
sum      5231541.000000000000 28325.0000000000000 9094229.000000000000 57160.0000000000000 12457790.000000000000 233430.000000000000
median       278.000000000000     0.0000000000000     499.000000000000     0.0000000000000      721.000000000000      8.000000000000
mean         329.421384043826     1.7835778603363     572.648384862414     3.5992695674076      784.446193564637     14.698696555633
SE.mean        1.990210267490     0.0560546528141       3.032609233913     0.0818747159313        3.470393898113      0.158976017027
CI.mean        3.901037780470     0.1098734751654       5.944257945076     0.1604837264336        6.802365524287      0.311611018565
var        62903.639048991106    49.9000728656156  146053.090716692182   106.4577929173162   191264.948505818698    401.366452331152
std.dev      250.805978894027     7.0639983625151     382.168929554317    10.3178385777893      437.338482763430     20.034132183131
coef.var       0.761353060373     3.9605775108597       0.667371007509     2.8666479085702        0.557512403465      1.362986990534
              m1_vision_2015     m2_vision_2015      m3_vision_2015      f1_vision_2015     f2_vision_2015      f3_vision_2015
nbr.val  15881.0000000000000 15881.000000000000  15881.000000000000 15881.0000000000000 15881.000000000000  15881.000000000000
nbr.null 13101.0000000000000 11445.000000000000   5162.000000000000 13181.0000000000000 11108.000000000000   4642.000000000000
nbr.na       1.0000000000000     1.000000000000      1.000000000000     1.0000000000000     1.000000000000      1.000000000000
min          0.0000000000000     0.000000000000      0.000000000000     0.0000000000000     0.000000000000      0.000000000000
max        215.0000000000000   210.000000000000    302.000000000000   188.0000000000000   202.000000000000    413.000000000000
range      215.0000000000000   210.000000000000    302.000000000000   188.0000000000000   202.000000000000    413.000000000000
sum      50693.0000000000000 89143.000000000000 301971.000000000000 48320.0000000000000 93329.000000000000 336173.000000000000
median       0.0000000000000     0.000000000000     11.000000000000     0.0000000000000     0.000000000000     13.000000000000
mean         3.1920533971412     5.613185567659     19.014608651848     3.0426295573327     5.876770984195     21.168251369561
SE.mean      0.0762717911851     0.104721703524      0.199499169373     0.0743203364105     0.104511135064      0.218233257724
CI.mean      0.1495013586541     0.205266412577      0.391040991803     0.1456762860339     0.204853674521      0.427761929100
var         92.3859091397178   174.161133434643    632.062506976875    87.7189004905344   173.461450933002    756.344611608346
std.dev      9.6117588993752    13.197012291979     25.140853346235     9.3658368814823    13.170476488457     27.501720157262
coef.var     3.0111522908681     2.351073580751      1.322186209906     3.0782047912835     2.241107663354      1.299196597637
                 m1_cog_2015         m2_cog_2015         m3_cog_2015         f1_cog_2015         f2_cog_2015         f3_cog_2015
nbr.val   15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000
nbr.null   5186.000000000000   2145.000000000000   8838.000000000000   9564.000000000000   6571.000000000000   2083.000000000000
nbr.na        1.000000000000      1.000000000000      1.000000000000      1.000000000000      1.000000000000      1.000000000000
min           0.000000000000      0.000000000000      0.000000000000      0.000000000000      0.000000000000      0.000000000000
max         435.000000000000    740.000000000000    192.000000000000    202.000000000000    309.000000000000    387.000000000000
range       435.000000000000    740.000000000000    192.000000000000    202.000000000000    309.000000000000    387.000000000000
sum      309724.000000000000 588713.000000000000 119971.000000000000 136762.000000000000 235930.000000000000 615019.000000000000
median       11.000000000000     26.000000000000      0.000000000000      0.000000000000      7.000000000000     28.000000000000
mean         19.502802090548     37.070272652856      7.554373150305      8.611674327813     14.856117372961     38.726717461117
SE.mean       0.208173482612      0.315332233429      0.104738220710      0.128267633114      0.174165383391      0.313972451013
CI.mean       0.408043629272      0.618086930865      0.205298788135      0.251419104284      0.341383898855      0.615421603152
var         688.222174137719   1579.117983357646    174.216076749667    261.283513575543    481.727596234082   1565.528334620985
std.dev      26.233988910147     39.738117511498     13.199093785168     16.164266564727     21.948293697554     39.566757949331
coef.var      1.345139472182      1.071967230552      1.747212312994      1.877017865448      1.477390972792      1.021691497325
                 m1_amb_2015         m2_amb_2015         m3_amb_2015         f1_amb_2015         f2_amb_2015          f3_amb_2015
nbr.val   15881.000000000000  15881.000000000000  15881.000000000000 15881.0000000000000  15881.000000000000   15881.000000000000
nbr.null  10654.000000000000   1489.000000000000   4448.000000000000 13940.0000000000000  10354.000000000000     965.000000000000
nbr.na        1.000000000000      1.000000000000      1.000000000000     1.0000000000000      1.000000000000       1.000000000000
min           0.000000000000      0.000000000000      0.000000000000     0.0000000000000      0.000000000000       0.000000000000
max         176.000000000000    678.000000000000    584.000000000000   102.0000000000000    207.000000000000     647.000000000000
range       176.000000000000    678.000000000000    584.000000000000   102.0000000000000    207.000000000000     647.000000000000
sum      111937.000000000000 789763.000000000000 285492.000000000000 32813.0000000000000 114217.000000000000 1054192.000000000000
median        0.000000000000     38.000000000000     12.000000000000     0.0000000000000      0.000000000000      52.000000000000
mean          7.048485611737     49.730054782444     17.976953592343     2.0661797116051      7.192053397141      66.380706504628
SE.mean       0.118061365046      0.372271308379      0.174261381477     0.0566981619587      0.116612550664       0.465939180367
CI.mean       0.231413661653      0.729693973694      0.341572065989     0.1111348260520      0.228573821193       0.913293623144
var         221.357094841245   2200.883107358460    482.258788728892    51.0523580052332    215.957571608232    3447.754297762785
std.dev      14.878074298821     46.913570609776     21.960391361014     7.1450932817727     14.695494942608      58.717580823487
coef.var      2.110818567047      0.943364547154      1.221585806973     3.4581180144404      2.043296139660       0.884557937319
                  m1_sc_2015          m2_sc_2015          m3_sc_2015          f1_sc_2015          f2_sc_2015          f3_sc_2015
nbr.val  15881.0000000000000 15881.0000000000000  15881.000000000000 15881.0000000000000 15881.0000000000000  15881.000000000000
nbr.null 12197.0000000000000 11882.0000000000000   5207.000000000000 13481.0000000000000 12504.0000000000000   4408.000000000000
nbr.na       1.0000000000000     1.0000000000000      1.000000000000     1.0000000000000     1.0000000000000      1.000000000000
min          0.0000000000000     0.0000000000000      0.000000000000     0.0000000000000     0.0000000000000      0.000000000000
max        165.0000000000000   194.0000000000000    258.000000000000   118.0000000000000   176.0000000000000    245.000000000000
range      165.0000000000000   194.0000000000000    258.000000000000   118.0000000000000   176.0000000000000    245.000000000000
sum      63782.0000000000000 71460.0000000000000 285028.000000000000 37977.0000000000000 59026.0000000000000 341186.000000000000
median       0.0000000000000     0.0000000000000     10.000000000000     0.0000000000000     0.0000000000000     13.000000000000
mean         4.0162458283483     4.4997166425288     17.947736288647     2.3913481518796     3.7167684654619     21.483911592469
SE.mean      0.0814274964526     0.0910226675708      0.186971994260     0.0591791863739     0.0809031995464      0.209917967216
CI.mean      0.1596071255482     0.1784147488700      0.366486308212     0.1159979152118     0.1585794441657      0.411463016892
var        105.2979728322598   131.5760861917438    555.176361531460    55.6180586420698   103.9463491535043    699.805046562461
std.dev     10.2614800507656    11.4706619770501     23.562180746515     7.4577515808768    10.1954082386879     26.453828580424
coef.var     2.5549930181902     2.5491965135395      1.312821871660     3.1186389882272     2.7430840348084      1.231332034977
                 m2_ild_2015         m3_ild_2015         f2_ild_2015         f3_ild_2015              m1_2016      m1hearing_2016
nbr.val   15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000   15881.000000000000 15881.0000000000000
nbr.null   7993.000000000000   2810.000000000000   8929.000000000000   1959.000000000000     156.000000000000 13822.0000000000000
nbr.na        1.000000000000      1.000000000000      1.000000000000      1.000000000000       1.000000000000     1.0000000000000
min           0.000000000000      0.000000000000      0.000000000000      0.000000000000       0.000000000000     0.0000000000000
max         391.000000000000    562.000000000000    180.000000000000    427.000000000000    4027.000000000000   159.0000000000000
range       391.000000000000    562.000000000000    180.000000000000    427.000000000000    4027.000000000000   159.0000000000000
sum      181641.000000000000 494022.000000000000 143478.000000000000 636714.000000000000 5417312.000000000000 37720.0000000000000
median        0.000000000000     22.000000000000      0.000000000000     29.000000000000     289.000000000000     0.0000000000000
mean         11.437629872174     31.107738807380      9.034569611485     40.092815313897     341.119073106228     2.3751652918582
SE.mean       0.154888510459      0.269305592236      0.128260643675      0.317988623463       2.052084906473     0.0636311399357
CI.mean       0.303599042239      0.527869495482      0.251405404192      0.623293756520       4.022319088415     0.1247242489693
var         380.992347127732   1151.777497411875    261.255039123633   1605.835339434969   66875.724170828471    64.3009297979288
std.dev      19.519025260697     33.937847565983     16.163385756816     40.072875357715     258.603410980653     8.0187860551288
coef.var      1.706562065641      1.090977643092      1.789059850318      0.999502655126       0.758103053652     3.3760960058722
                      m2_2016     m2hearing_2016               m3_2016      m3hearing_2016              f1_2016     f1hearing_2016
nbr.val    15881.000000000000 15881.000000000000    15881.000000000000  15881.000000000000   15881.000000000000 15881.000000000000
nbr.null      42.000000000000 12118.000000000000       42.000000000000   4535.000000000000     172.000000000000 14206.000000000000
nbr.na         1.000000000000     1.000000000000        1.000000000000      1.000000000000       1.000000000000     1.000000000000
min            0.000000000000     0.000000000000        0.000000000000      0.000000000000       0.000000000000     0.000000000000
max         5526.000000000000   474.000000000000     8072.000000000000    493.000000000000    4684.000000000000   144.000000000000
range       5526.000000000000   474.000000000000     8072.000000000000    493.000000000000    4684.000000000000   144.000000000000
sum      8899673.000000000000 77242.000000000000 11887011.000000000000 329268.000000000000 5257895.000000000000 29519.000000000000
median       486.000000000000     0.000000000000      687.000000000000     13.000000000000     278.000000000000     0.000000000000
mean         560.397519047919     4.863799508847      748.505194886972     20.733455072099     331.080851331780     1.858762042693
SE.mean        3.003433609879     0.103092655280        3.344634008507      0.206063780698       2.027257225985     0.056907331803
CI.mean        5.887070413947     0.202073293313        6.555861881613      0.403908374317       3.973654019619     0.111544822663
var       143256.362182761368   168.784785789524   177654.023792280961    674.343495926964   65267.286913532116    51.429735721773
std.dev      378.492222090179    12.991719893437      421.490241633517     25.968124613205     255.474630665223     7.171452832012
coef.var       0.675399531984     2.671105145228        0.563109307073      1.252474540442       0.771638195436     3.858187690138
                      f2_2016      f2hearing_2016               f3_2016      f3hearing_2016      m1_vision_2016     m2_vision_2016
nbr.val    15881.000000000000 15881.0000000000000    15881.000000000000  15881.000000000000 15881.0000000000000 15881.000000000000
nbr.null      49.000000000000 12693.0000000000000       45.000000000000   5950.000000000000 13061.0000000000000 11299.000000000000
nbr.na         1.000000000000     1.0000000000000        1.000000000000      1.000000000000     1.0000000000000     1.000000000000
min            0.000000000000     0.0000000000000        0.000000000000      0.000000000000     0.0000000000000     0.000000000000
max         6142.000000000000   193.0000000000000     8203.000000000000    248.000000000000   200.0000000000000   172.000000000000
range       6142.000000000000   193.0000000000000     8203.000000000000    248.000000000000   200.0000000000000   172.000000000000
sum      9150332.000000000000 58851.0000000000000 12535383.000000000000 235743.000000000000 52363.0000000000000 92349.000000000000
median       501.000000000000     0.0000000000000      721.000000000000      8.000000000000     0.0000000000000     0.000000000000
mean         576.181096908255     3.7057490082489      789.332094956237     14.844342295825     3.2972105031169     5.815062023802
SE.mean        3.081453629567     0.0820745932882        3.539002033988      0.159940634575     0.0777099842321     0.105137711918
CI.mean        6.039998498688     0.1608755087160        6.936845249604      0.313501778330     0.1523203800930     0.206081836197
var       150795.756118721154   106.9782093901478   198902.146632947144    406.251965626907    95.9028442333305   175.547596798735
std.dev      388.324292465358    10.3430270902743      445.984469049032     20.155693131890     9.7929997566287    13.249437603111
coef.var       0.673962222206     2.7910759922626        0.565014994194      1.357803042413     2.9700863039746     2.278468836425
              m3_vision_2016      f1_vision_2016     f2_vision_2016      f3_vision_2016         m1_cog_2016         m2_cog_2016
nbr.val   15881.000000000000 15881.0000000000000 15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000
nbr.null   5038.000000000000 13149.0000000000000 10894.000000000000   4489.000000000000   5039.000000000000   2124.000000000000
nbr.na        1.000000000000     1.0000000000000     1.000000000000      1.000000000000      1.000000000000      1.000000000000
min           0.000000000000     0.0000000000000     0.000000000000      0.000000000000      0.000000000000      0.000000000000
max         331.000000000000   188.0000000000000   204.000000000000    414.000000000000    463.000000000000    599.000000000000
range       331.000000000000   188.0000000000000   204.000000000000    414.000000000000    463.000000000000    599.000000000000
sum      307057.000000000000 51437.0000000000000 99928.000000000000 343771.000000000000 319891.000000000000 586743.000000000000
median       12.000000000000     0.0000000000000     0.000000000000     13.000000000000     12.000000000000     26.000000000000
mean         19.334865562622     3.2389018323783     6.292298973616     21.646684717587     20.143001070462     36.946225048800
SE.mean       0.199199775787     0.0798036227093     0.110977683494      0.219705084352      0.213192306771      0.312019288486
CI.mean       0.390454146429     0.1564241488916     0.217528842641      0.430646876171      0.417881093675      0.611593183144
var         630.166825247983   101.1400255949595   195.591130237058    766.581016873450    721.806690464042   1546.111213865974
std.dev      25.103123814537    10.0568397419348    13.985389885057     27.687199513014     26.866460326289     39.320620720761
coef.var      1.298334541465     3.1050152991362     2.222620054085      1.279050343008      1.333786372364      1.064266259106
                 m3_cog_2016         f1_cog_2016         f2_cog_2016         f3_cog_2016         m1_amb_2016         m2_amb_2016
nbr.val   15881.000000000000  15881.000000000000  15881.000000000000  15881.000000000000 15881.0000000000000  15881.000000000000
nbr.null   8601.000000000000   9542.000000000000   6399.000000000000   2071.000000000000 13681.0000000000000  10635.000000000000
nbr.na        1.000000000000      1.000000000000      1.000000000000      1.000000000000     1.0000000000000      1.000000000000
min           0.000000000000      0.000000000000      0.000000000000      0.000000000000     0.0000000000000      0.000000000000
max         272.000000000000    215.000000000000    272.000000000000    420.000000000000   116.0000000000000    293.000000000000
range       272.000000000000    215.000000000000    272.000000000000    420.000000000000   116.0000000000000    293.000000000000
sum      126931.000000000000 141171.000000000000 246120.000000000000 616742.000000000000 39480.0000000000000 111248.000000000000
median        0.000000000000      0.000000000000      8.000000000000     28.000000000000     0.0000000000000      0.000000000000
mean          7.992632705749      8.889301681254     15.497764624394     38.835211888420     2.4859895472577      7.005100434481
SE.mean       0.109007192187      0.133399883081      0.179465958512      0.316858549403     0.0660479944267      0.117855433640
CI.mean       0.213666456258      0.261478896130      0.351773627088      0.621078683231     0.1294615578020      0.231010012747
var         188.707061588575    282.610792969499    511.495728629985   1594.441923772796    69.2782829139965    220.585553329018
std.dev      13.737068886359     16.811031882948     22.616271324646     39.930463605783     8.3233576706757     14.852122855976
coef.var      1.718716396974      1.891153263298      1.459324739585      1.028202542592     3.3481064632219      2.120186997301
                 m3_amb_2016         f1_amb_2016         f2_amb_2016          f3_amb_2016          m1_sc_2016          m2_sc_2016
nbr.val   15881.000000000000 15881.0000000000000  15881.000000000000   15881.000000000000 15881.0000000000000 15881.0000000000000
nbr.null   1419.000000000000 13983.0000000000000  10355.000000000000     992.000000000000 12105.0000000000000 11812.0000000000000
nbr.na        1.000000000000     1.0000000000000      1.000000000000       1.000000000000     1.0000000000000     1.0000000000000
min           0.000000000000     0.0000000000000      0.000000000000       0.000000000000     0.0000000000000     0.0000000000000
